시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,사용승인일,동수,세대수,난방방식,난방연료,난방공급업체,위도,경도,고시지역명,고시지역여부
대구광역시,중구,,동인동1가,A10022426,대구역센트럴대원칸타빌,아파트,대구광역시 중구 동인동1가 77- 대구역센트럴대원칸타빌,대구광역시 중구 태평로 224,20240627,3,410,개별난방,도시가스,대성에너지,35.8750236,128.5962031,,FALSE
대구광역시,중구,,동인동1가,A70042101,동인시티타운,아파트,대구광역시 중구 동인동1가 33-1 동인시티타운,대구광역시 중구 국채보상로131길 55,19970711,1,204,개별난방,도시가스,대성에너지,35.8724657,128.6019654,,FALSE
대구광역시,중구,,동인동1가,A10022674,힐스테이트 동인센트럴,,대구광역시 중구 동인동1가 235-1 힐스테이트 동인센트럴,대구광역시 중구 동덕로 181,20240329,3,410,개별난방,도시가스,대성에너지,35.8638633,128.6040945,,FALSE
대구광역시,중구,,동인동3가,A10022946,동인태왕아너스라플란드,아파트,대구광역시 중구 동인동3가 228 동인태왕아너스라플란드,대구광역시 중구 국채보상로151길 55,20231101,5,373,개별난방,도시가스,대성에너지,35.8705072,128.6117963,,FALSE
대구광역시,중구,,동인동3가,A10023412,엑소디움센트럴동인,아파트,대구광역시 중구 동인동3가 88 엑소디움센트럴동인,대구광역시 중구 국채보상로139길 40,20230331,6,630,개별난방,도시가스,대성에너지,35.8708044,128.6064183,,FALSE
대구광역시,중구,,동인동4가,A70042401,동인동삼정그린코아,아파트,대구광역시 중구 동인동4가 220 동인동삼정그린코아,대구광역시 중구 동덕로30길 53,20090305,1,174,개별난방,도시가스,대성에너지,35.8675211,128.6070376,,FALSE
대구광역시,중구,,삼덕동2가,A10022315,동성로SK리더스뷰,주상복합,대구광역시 중구 삼덕동2가 328- 동성로SK리더스뷰,대구광역시 중구 공평로 36,20240920,2,335,개별난방,도시가스,대성에너지,35.8685911,128.6004626,,FALSE
대구광역시,중구,,삼덕동2가,A10023003,빌리브프리미어,주상복합,대구광역시 중구 삼덕동2가 166 빌리브프리미어,대구광역시 중구 공평로 6,20230825,2,200,개별난방,도시가스,대성에너지,35.8685911,128.6004626,,FALSE
대구광역시,중구,,삼덕동3가,A70041301,삼덕청아람리슈빌,아파트,대구광역시 중구 삼덕동3가 383 삼덕청아람리슈빌,대구광역시 중구 달구벌대로447길 77,20130403,7,730,개별난방,도시가스,대성에너지,35.8659217,128.6071852,,FALSE
대구광역시,중구,,봉산동,A70082301,봉산뜨란채,아파트,대구광역시 중구 봉산동 110 봉산뜨란채,대구광역시 중구 봉산문화길 69,20060818,3,295,개별난방,도시가스,대성에너지,35.8624183,128.5968417,,FALSE
대구광역시,중구,,태평로1가,A10021048,대구역 한라하우젠트 센트로,주상복합,대구광역시 중구 태평로1가 11- 대구역 한라하우젠트 센트로,대구광역시 중구 태평로 190,20241129,2,132,개별난방,도시가스,대성에너지,35.8750236,128.5962031,,FALSE
대구광역시,중구,,태평로1가,A70011101,라이프아파트,주상복합,대구광역시 중구 태평로1가 1-187 라이프아파트,대구광역시 중구 태평로 177,19850715,1,181,개별난방,도시가스,대성에너지,35.8748492,128.5975723,,FALSE
대구광역시,중구,,교동,A70080001,노마즈하우스,도시형 생활주택(아파트),대구광역시 중구 교동 8 노마즈하우스,대구광역시 중구 공평로 105,20140121,1,269,개별난방,도시가스,대성에너지,35.8735085,128.6008258,,FALSE
대구광역시,중구,,도원동,A10022638,힐스테이트 도원 센트럴,,대구광역시 중구 도원동 9 힐스테이트 도원 센트럴,대구광역시 중구 태평로 50,20240429,4,894,개별난방,도시가스,대성에너지,35.8750236,128.5962031,,FALSE
대구광역시,중구,,수창동,A10026722,대구역센트럴자이아파트,아파트,대구광역시 중구 수창동 173 대구역센트럴자이아파트,대구광역시 중구 서성로 99,20171030,6,1005,개별난방,도시가스,대성에너지,35.8759433,128.5864986,,FALSE
대구광역시,중구,,수창동,A10022993,대구역제일풍경채위너스카이,아파트,대구광역시 중구 수창동 50-10 대구역제일풍경채위너스카이,대구광역시 중구 달성로26길 70,20230922,5,604,개별난방,도시가스,대성에너지,35.8754768,128.5847006,,FALSE
대구광역시,중구,,태평로3가,A10022071,대구역경남센트로팰리스,,대구광역시 중구 태평로3가 177-3 대구역경남센트로팰리스,대구광역시 중구 태평로 47,20220816,1,144,개별난방,도시가스,대성에너지,35.8750236,128.5962031,,FALSE
대구광역시,중구,,태평로3가,A10021294,힐스테이트 달성공원역,주상복합,대구광역시 중구 태평로3가 318- 힐스테이트 달성공원역,대구광역시 중구 태평로 41,20241030,2,320,개별난방,도시가스,대성에너지,35.8750236,128.5962031,,FALSE
대구광역시,중구,,서성로1가,A10022461,중앙로역푸르지오더센트럴,아파트,대구광역시 중구 서성로1가 108- 중앙로역푸르지오더센트럴,대구광역시 중구 서성로 60,20240819,2,298,개별난방,도시가스,대성에너지,35.8715719,128.5869818,,FALSE
대구광역시,중구,,계산동2가,A70071501,신성미소시티,주상복합,대구광역시 중구 계산동2가 100 신성미소시티,대구광역시 중구 달구벌대로 2051,20071009,2,250,개별난방,도시가스,대성에너지,35.8668966,128.5885299,,FALSE
대구광역시,중구,,동산동,A70082101,동산맨션,아파트,대구광역시 중구 동산동 357 동산맨션,대구광역시 중구 달구벌대로 2035,19861210,1,152,개별난방,도시가스,대성에너지,35.8670867,128.5860806,,FALSE
대구광역시,중구,,동산동,A10023476,청라언덕역서한포레스트,아파트,대구광역시 중구 동산동 438 청라언덕역서한포레스트,대구광역시 중구 달구벌대로 2021,20221028,3,302,개별난방,도시가스,대성에너지,35.8639158,128.5915383,,FALSE
대구광역시,중구,,태평로2가,A10022874,힐스테이트대구역,아파트,대구광역시 중구 태평로2가 7-1 힐스테이트대구역,대구광역시 중구 태평로28길 13,20231130,5,803,개별난방,도시가스,대성에너지,35.8749298,128.5915053,,FALSE
대구광역시,중구,,대신동,A10021744,광명아파트,아파트,대구광역시 중구 대신동 1535- 광명아파트,대구광역시 중구 큰장로 74,19790605,3,119,개별난방,도시가스,대성에너지,35.8659674,128.5752546,,FALSE
대구광역시,중구,,대신동,A10022083,대신동 동서타운,,대구광역시 중구 대신동 1450- 대신동 동서타운,대구광역시 중구 달구벌대로 1937,19850601,4,145,개별난방,도시가스,대성에너지,35.8637298,128.5753554,,FALSE
대구광역시,중구,,대신동,A10028088,대신센트럴자이,아파트,"대구광역시 중구 대신동 115-30,대구광역시 중구 대신동 1748 대신센트럴자이",대구광역시 중구 달구벌대로 1955,20150415,13,1147,개별난방,도시가스,대성에너지,35.8649928,128.5776631,,FALSE
대구광역시,중구,,대신동,A10026060,이편한세상 대신아파트,아파트,대구광역시 중구 대신동 1916 이편한세상 대신아파트,대구광역시 중구 달구벌대로 1943,20180824,7,467,개별난방,도시가스,대성에너지,35.8641547,128.5762917,,FALSE
대구광역시,중구,,대신동,A10023064,청라힐지웰더센트로,,대구광역시 중구 대신동 103-9 청라힐지웰더센트로,대구광역시 중구 달성로 71,20230728,1,159,개별난방,도시가스,대성에너지,35.8698092,128.5822436,,FALSE
대구광역시,중구,,대신동,A70032001,태왕아너스스카이,아파트,대구광역시 중구 대신동 305-1 태왕아너스스카이,대구광역시 중구 달구벌대로 1975,20061220,6,492,개별난방,도시가스,대성에너지,35.86512,128.5797487,,FALSE
대구광역시,중구,,달성동,A10023152,달성파크푸르지오힐스테이트,아파트,대구광역시 중구 달성동 12-11 달성파크푸르지오힐스테이트,대구광역시 중구 달성로 123,20230629,18,1501,개별난방,도시가스,대성에너지,35.8698092,128.5822436,,FALSE
대구광역시,중구,,남산동,A10022082,SK허브스카이,아파트,대구광역시 중구 남산동 654-1 SK허브스카이,대구광역시 중구 중앙대로 323,20060929,1,134,개별난방,도시가스,대성에너지,35.8622549,128.5925179,,FALSE
대구광역시,중구,,남산동,A70044005,극동스타클래스남산,아파트,대구광역시 중구 남산동 3000 극동스타클래스남산,대구광역시 중구 남산로 30,20140627,10,946,개별난방,도시가스,대성에너지,35.8596469,128.5840356,,FALSE
대구광역시,중구,,남산동,A70075301,까치아파트,아파트,"대구광역시 중구 남산동 2482-1,대구광역시 중구 남산동 2482-459 까치아파트",대구광역시 중구 남산로7길 80,19920630,3,690,개별난방,도시가스,대성에너지,35.8598455,128.579845,,FALSE
대구광역시,중구,,남산동,A70044004,남산그린타운,아파트,대구광역시 중구 남산동 2937-1 남산그린타운,대구광역시 중구 달구벌대로 1950,20050427,8,804,개별난방,도시가스,대성에너지,35.8620885,128.5773149,,FALSE
대구광역시,중구,,남산동,A10024121,남산롯데캐슬센트럴스카이,아파트,대구광역시 중구 남산동 3020 남산롯데캐슬센트럴스카이,대구광역시 중구 재마루길 77,20210916,11,987,개별난방,도시가스,대성에너지,35.8634476,128.5846099,,FALSE
대구광역시,중구,,남산동,A10026037,남산역화성파크드림,아파트,대구광역시 중구 남산동 2385-5 남산역화성파크드림,대구광역시 중구 남산로7길 7,20180913,5,415,개별난방,도시가스,대성에너지,35.8580808,128.5820753,,FALSE
대구광역시,중구,,남산동,A10023856,남산자이하늘채,아파트,대구광역시 중구 남산동 2951-1 남산자이하늘채,대구광역시 중구 명덕로 33,20220415,12,1368,개별난방,도시가스,대성에너지,35.8571404,128.5904183,,FALSE
대구광역시,중구,,남산동,A70044002,남산휴먼시아1단지,아파트,대구광역시 중구 남산동 2990 남산휴먼시아1단지,대구광역시 중구 달구벌대로 1960,20081028,5,499,개별난방,도시가스,대성에너지,35.8627491,128.5786303,,FALSE
대구광역시,중구,,남산동,A70044202,반월당삼정그린코아(아파트),주상복합,대구광역시 중구 남산동 665 반월당삼정그린코아(아파트),대구광역시 중구 중앙대로67길 10,20070727,3,372,개별난방,도시가스,대성에너지,35.8635685,128.592463,,FALSE
대구광역시,중구,,남산동,A10023505,반월당역 서한포레스트,주상복합,대구광역시 중구 남산동 614-1 반월당역 서한포레스트,대구광역시 중구 중앙대로61길 11,20221226,4,375,개별난방,도시가스,대성에너지,35.8600448,128.5912508,,FALSE
대구광역시,중구,,남산동,A70072601,보성송림맨션,아파트,대구광역시 중구 남산동 2434 보성송림맨션,대구광역시 중구 남산로4길 91,19921217,3,317,개별난방,도시가스,대성에너지,35.8610515,128.5845024,,FALSE
대구광역시,중구,,남산동,A70075102,보성황실타운,아파트,대구광역시 중구 남산동 2466-1 보성황실타운,대구광역시 중구 남산로13길 17,19930329,8,1058,개별난방,도시가스,대성에너지,35.8601802,128.5812263,,FALSE
대구광역시,중구,,남산동,A10024881,이편한세상남산,아파트,대구광역시 중구 남산동 150-2 이편한세상남산,대구광역시 중구 달구벌대로 2020,20200515,4,348,개별난방,도시가스,대성에너지,35.8650888,128.5851919,,FALSE
대구광역시,중구,,남산동,A70072401,인터불고코아시스,아파트,대구광역시 중구 남산동 437-1 인터불고코아시스,대구광역시 중구 명륜로 19,20140207,1,192,개별난방,도시가스,대성에너지,35.8647262,128.5889878,,FALSE
대구광역시,중구,,남산동,A70044003,청라센트럴파크,아파트,대구광역시 중구 남산동 2991 청라센트럴파크,대구광역시 중구 달구벌대로 1970,20081028,6,604,개별난방,도시가스,대성에너지,35.8632376,128.5801206,,FALSE
대구광역시,중구,,남산동,A10023346,청라힐스자이,아파트,대구광역시 중구 남산동 2478 청라힐스자이,대구광역시 중구 남산로 73,20230224,13,947,개별난방,도시가스,대성에너지,35.8605262,128.5829841,,FALSE
대구광역시,중구,,남산동,A10022368,해링턴플레이스 더 반월당,,대구광역시 중구 남산동 603-4 해링턴플레이스 더 반월당,대구광역시 중구 중앙대로61길 30,20240906,3,419,개별난방,도시가스,대성에너지,35.8604132,128.5899951,,FALSE
대구광역시,중구,,남산동,A70080201,효성해링턴플레이스,주상복합,대구광역시 중구 남산동 3006 효성해링턴플레이스,대구광역시 중구 중앙대로66길 20,20140731,5,499,개별난방,도시가스,대성에너지,35.8614027,128.5939546,,FALSE
대구광역시,중구,,대봉동,A10023623,대봉 서한포레스트,주상복합,대구광역시 중구 대봉동 55-68 대봉 서한포레스트,대구광역시 중구 대봉로 240,20220927,4,469,개별난방,도시가스,대성에너지,35.859147,128.6019159,,FALSE
대구광역시,중구,,대봉동,A10022073,대봉서한이다음,,대구광역시 중구 대봉동 590-395 대봉서한이다음,대구광역시 중구 명덕로 241,20240930,6,541,개별난방,도시가스,대성에너지,35.8571404,128.5904183,,FALSE
대구광역시,중구,,대봉동,A10027678,대봉태왕아너스아파트,아파트,"대구광역시 중구 대봉동 44-17,대구광역시 중구 대봉동 44-17 대봉태왕아너스아파트",대구광역시 중구 동덕로 54,20151130,6,410,개별난방,도시가스,대성에너지,35.8597303,128.6047502,,FALSE
대구광역시,중구,,대봉동,A70081201,대봉화성파크드림,아파트,대구광역시 중구 대봉동 152-24 대봉화성파크드림,대구광역시 중구 명덕로55길 25,20060522,2,263,개별난방,도시가스,대성에너지,35.8565907,128.5991921,,FALSE
대구광역시,중구,,대봉동,A10023903,더샵 리비테르 2차,아파트,대구광역시 중구 대봉동 94-15 더샵 리비테르 2차,대구광역시 중구 대봉로43길 22,20220302,6,613,개별난방,도시가스,대성에너지,35.8590429,128.601152,,FALSE
대구광역시,중구,,대봉동,A10023904,더샵리비테르1차,아파트,대구광역시 중구 대봉동 169-11 더샵리비테르1차,대구광역시 중구 대봉로43길 21,20220302,9,724,개별난방,도시가스,대성에너지,35.8573016,128.6009081,,FALSE
대구광역시,중구,,대봉동,A70081003,센트로팰리스,아파트,대구광역시 중구 대봉동 60-10 센트로팰리스,대구광역시 중구 대봉로 260,20070323,7,843,개별난방,도시가스,대성에너지,35.8618684,128.6015146,,FALSE
대구광역시,중구,,대봉동,A70076102,청운맨션,아파트,대구광역시 중구 대봉동 44-10 청운맨션,대구광역시 중구 동덕로 33,19861205,7,669,중앙난방,열병합,대성에너지,35.8579894,128.6036162,,FALSE
대구광역시,동구,,신암동,A10024117,동대구 에일린의 뜰,아파트,대구광역시 동구 신암동 1846 동대구 에일린의 뜰,대구광역시 동구 아양로9길 35,20211008,8,705,개별난방,도시가스,대성에너지,35.8852312,128.6174391,,FALSE
대구광역시,동구,,신암동,A10024588,동대구 우방아이유쉘,아파트,"대구광역시 동구 신암동 171-1,대구광역시 동구 신암동 1839 동대구 우방아이유쉘",대구광역시 동구 송라로32길 32,20201030,5,570,개별난방,도시가스,대성에너지,35.8801575,128.6175687,,FALSE
대구광역시,동구,,신암동,A10023005,동대구더센트로데시앙,아파트,대구광역시 동구 신암동 451-1 동대구더센트로데시앙,대구광역시 동구 신암로20길 30,20230914,8,860,개별난방,도시가스,대성에너지,35.8786817,128.6118246,,FALSE
대구광역시,동구,,신암동,A10022700,동대구역 센텀 화성파크드림,아파트,대구광역시 동구 신암동 139-69 동대구역 센텀 화성파크드림,대구광역시 동구 아양로 133,20240329,22,1458,개별난방,도시가스,대성에너지,35.8876171,128.6338354,,FALSE
대구광역시,동구,,신암동,A10022603,동대구역골드클래스,아파트,대구광역시 동구 신암동 207-1 동대구역골드클래스,대구광역시 동구 신암남로 72,20240522,5,329,개별난방,도시가스,대성에너지,35.8808136,128.6255705,,FALSE
대구광역시,동구,,신암동,A10022632,동대구역엘크루 더 센트럴,아파트,대구광역시 동구 신암동 259-5 동대구역엘크루 더 센트럴,대구광역시 동구 신암남로 111,20240313,2,191,개별난방,도시가스,대성에너지,35.8808136,128.6255705,,FALSE
대구광역시,동구,,신암동,A10023154,동대구역화성파크드림,아파트,대구광역시 동구 신암동 255-14 동대구역화성파크드림,대구광역시 동구 동대구로 590,20230629,13,1079,개별난방,도시가스,대성에너지,35.8754032,128.6261676,,FALSE
대구광역시,동구,,신암동,A10023249,동대구해모로스퀘어웨스트,아파트,대구광역시 동구 신암동 680-27 동대구해모로스퀘어웨스트,대구광역시 동구 동북로 340,20230621,20,1122,개별난방,도시가스,대성에너지,35.8863669,128.6311025,,FALSE
대구광역시,동구,,신암동,A10023347,동대구해모로스퀘어이스트,아파트,대구광역시 동구 신암동 81-1 동대구해모로스퀘어이스트,대구광역시 동구 동북로75길 13,20240131,15,935,개별난방,도시가스,대성에너지,35.8897886,128.6305841,,FALSE
대구광역시,동구,,신암동,A70176002,신암강남아파트,아파트,대구광역시 동구 신암동 483-3 신암강남아파트,대구광역시 동구 신성로 60,19920710,5,629,개별난방,도시가스,대성에너지,35.8793428,128.6137756,,FALSE
대구광역시,동구,,신암동,A70181404,신암건영캐스빌,아파트,대구광역시 동구 신암동 194-1 신암건영캐스빌,대구광역시 동구 신암남로 50,20051125,11,748,개별난방,도시가스,대성에너지,35.8776446,128.6190526,,FALSE
대구광역시,동구,,신암동,A70181701,신암그린타운,아파트,대구광역시 동구 신암동 461-1 신암그린타운,대구광역시 동구 신성로 30,20030916,4,400,개별난방,도시가스,대성에너지,35.8782283,128.6113899,,FALSE
대구광역시,동구,,신암동,A70182001,신암뜨란채,아파트,대구광역시 동구 신암동 766 신암뜨란채,대구광역시 동구 아양로7길 12,20050930,10,828,개별난방,도시가스,대성에너지,35.8833377,128.6177279,,FALSE
대구광역시,동구,,신암동,A70181003,신암보성2차아파트,아파트,대구광역시 동구 신암동 67 신암보성2차아파트,대구광역시 동구 아양로49길 77,19881110,10,495,개별난방,도시가스,대성에너지,35.8908006,128.6338446,,FALSE
대구광역시,동구,,신암동,A70182104,신암보성아파트,아파트,대구광역시 동구 신암동 622 신암보성아파트,대구광역시 동구 큰고개로 23,19851031,9,545,개별난방,도시가스,대성에너지,35.8862539,128.6241323,,FALSE
대구광역시,동구,,신암동,A70181203,신암에스디아이프라임,아파트,대구광역시 동구 신암동 251-1 신암에스디아이프라임,대구광역시 동구 아양로24길 13,20060630,2,231,개별난방,도시가스,대성에너지,35.8843427,128.6280571,,FALSE
대구광역시,동구,,신암동,A70181602,신암진로이스트타운,아파트,대구광역시 동구 신암동 373-1 신암진로이스트타운,대구광역시 동구 동북로 460,19981128,3,176,개별난방,도시가스,대성에너지,35.8828241,128.634919,,FALSE
대구광역시,동구,,신암동,A70101001,신암청아람,아파트,대구광역시 동구 신암동 480 신암청아람,대구광역시 동구 신암로20길 39,20090331,7,665,개별난방,도시가스,대성에너지,35.8789354,128.6127336,,FALSE
대구광역시,동구,,신암동,A10025874,이안 동대구,아파트,대구광역시 동구 신암동 181-1 이안 동대구,대구광역시 동구 송라로28길 14,20181130,12,931,개별난방,도시가스,대성에너지,35.8785868,128.6168179,,FALSE
대구광역시,동구,,신암동,A10024126,이안센트럴D,아파트,대구광역시 동구 신암동 235-1 이안센트럴D,대구광역시 동구 동대구로 577,20210927,9,999,개별난방,도시가스,대성에너지,35.880446,128.6251877,,FALSE
대구광역시,동구,,신암동,A70176802,청기와아파트,아파트,대구광역시 동구 신암동 1525 청기와아파트,대구광역시 동구 아양로49길 20,19881115,7,330,개별난방,도시가스,대성에너지,35.8879848,128.6390269,,FALSE
대구광역시,동구,,신암동,A10021423,큰고개웰그린아파트,아파트,대구광역시 동구 신암동 250-1 큰고개웰그린아파트,대구광역시 동구 아양로 124,20080530,1,114,개별난방,도시가스,대성에너지,35.884673,128.6273338,,FALSE
대구광역시,동구,,신암동,A10023091,해링턴 플레이스 동대구,아파트,대구광역시 동구 신암동 674-20 해링턴 플레이스 동대구,대구광역시 동구 경대로 126,20240302,17,1265,개별난방,도시가스,대성에너지,35.8873826,128.6174985,,FALSE
대구광역시,동구,,신천동,A10022662,더샵디어엘로,,대구광역시 동구 신천동 353-1 더샵디어엘로,대구광역시 동구 화랑로 33,20240401,12,1190,개별난방,도시가스,대성에너지,35.8733263,128.6567001,,FALSE
대구광역시,동구,,신천동,A10026010,동대구 반도유보라,아파트,대구광역시 동구 신천동 4-10 동대구 반도유보라,대구광역시 동구 송라로16길 11,20180228,9,764,개별난방,도시가스,대성에너지,35.8761407,128.6186163,,FALSE
대구광역시,동구,,신천동,A10024046,동대구 비스타동원,아파트,대구광역시 동구 신천동 1511 동대구 비스타동원,대구광역시 동구 화랑로 51,20211124,5,524,개별난방,도시가스,대성에너지,35.8708275,128.6329967,,FALSE
대구광역시,동구,,신천동,A10022489,동대구동화아이위시,,대구광역시 동구 신천동 56-1 동대구동화아이위시,대구광역시 동구 동부로 107,20231208,1,144,개별난방,도시가스,대성에너지,35.8759431,128.6259374,,FALSE
대구광역시,동구,,신천동,A70182301,동대구삼환나우빌,주상복합,대구광역시 동구 신천동 45-3 동대구삼환나우빌,대구광역시 동구 동부로 81,20071012,2,196,개별난방,도시가스,대성에너지,35.8756925,128.6211153,,FALSE
대구광역시,동구,,신천동,A10023845,동대구역 우방아이유셀,아파트,대구광역시 동구 신천동 1508 동대구역 우방아이유셀,대구광역시 동구 동부로 115,20220328,4,322,개별난방,도시가스,대성에너지,35.8765217,128.6248443,,FALSE
대구광역시,동구,,신천동,A10023787,동대구역더샵센터시티,아파트,대구광역시 동구 신천동 1514 동대구역더샵센터시티,대구광역시 동구 동부로19길 18,20220527,5,445,개별난방,도시가스,대성에너지,35.8767227,128.6228047,,FALSE
대구광역시,동구,,신천동,A10023648,동대구역센트럴시티자이,아파트,대구광역시 동구 신천동 193-1 동대구역센트럴시티자이,대구광역시 동구 송라로10길 33,20220829,8,553,개별난방,도시가스,대성에너지,35.8721996,128.6212646,,FALSE
대구광역시,동구,,신천동,A70102104,동신우방아파트,아파트,대구광역시 동구 신천동 633 동신우방아파트,대구광역시 동구 송라로11길 86,19961004,3,429,개별난방,도시가스,대성에너지,35.8715759,128.6147663,,FALSE
대구광역시,동구,,신천동,A70182402,벽산e-솔렌스힐,주상복합,대구광역시 동구 신천동 100 벽산e-솔렌스힐,대구광역시 동구 장등로 56,20070123,2,187,개별난방,도시가스,대성에너지,35.8721667,128.6242584,,FALSE
대구광역시,동구,,신천동,A70176901,신천2주공아파트,아파트,대구광역시 동구 신천동 630 신천2주공아파트,대구광역시 동구 국채보상로155길 54,19980908,7,609,개별난방,도시가스,대성에너지,35.8726752,128.613652,,FALSE
대구광역시,동구,,신천동,A70102107,신천LH,아파트,대구광역시 동구 신천동 556-1 신천LH,대구광역시 동구 동부로 1,19890719,9,917,개별난방,도시가스,대성에너지,35.8747601,128.613539,,FALSE
대구광역시,동구,,신천동,A70102108,신천가람타운,아파트,"대구광역시 동구 신천동 551-31,대구광역시 동구 신천동 551-23,대구광역시 동구 신천동 551-35 신천가람타운",대구광역시 동구 신암로16길 16,19971212,9,1376,개별난방,도시가스,대성에너지,35.8764233,128.6098838,,FALSE
대구광역시,동구,,신천동,A70102001,신천두산위브,아파트,대구광역시 동구 신천동 850 신천두산위브,대구광역시 동구 국채보상로 829,20080926,4,294,개별난방,도시가스,대성에너지,35.8681967,128.6218921,,FALSE
대구광역시,동구,,신천동,A70102101,신천송라아파트,아파트,대구광역시 동구 신천동 1414 신천송라아파트,대구광역시 동구 동부로3길 38,19930710,1,174,개별난방,도시가스,대성에너지,35.87572,128.6157174,,FALSE
대구광역시,동구,,신천동,A10027974,신천역 까사밀라,도시형 생활주택(주상복합),"대구광역시 동구 신천동 538-3,대구광역시 동구 신천동 538-15,대구광역시 동구 신천동 538-3 신천역 까사밀라",대구광역시 동구 동부로 29,20150710,2,326,개별난방,도시가스,대성에너지,35.8743771,128.6156526,,FALSE
대구광역시,동구,,신천동,A70102103,신천역더뷰파크,아파트,대구광역시 동구 신천동 600-5 신천역더뷰파크,대구광역시 동구 동부로 20,20021031,3,174,개별난방,도시가스,대성에너지,35.8732192,128.6143255,,FALSE
대구광역시,동구,,신천동,A70176902,신천역센트럴리버파크,아파트,대구광역시 동구 신천동 621 신천역센트럴리버파크,대구광역시 동구 동부로 26,20110323,9,785,개별난방,도시가스,대성에너지,35.8726568,128.6158059,,FALSE
대구광역시,동구,,신천동,A70102004,신천자이,아파트,대구광역시 동구 신천동 1503 신천자이,대구광역시 동구 신암로16길 25,20130814,9,854,개별난방,도시가스,대성에너지,35.8764256,128.6121901,,FALSE
대구광역시,동구,,신천동,A70172601,신천청아람,아파트,대구광역시 동구 신천동 200-1 신천청아람,대구광역시 동구 송라로14길 132,20100203,5,490,개별난방,도시가스,대성에너지,35.8736234,128.6221038,,FALSE
대구광역시,동구,,신천동,A70102003,신천휴먼시아6단지,아파트,대구광역시 동구 신천동 622 신천휴먼시아6단지,대구광역시 동구 송라로11길 39,20110117,5,550,개별난방,도시가스,대성에너지,35.8708863,128.6171243,,FALSE
대구광역시,동구,,신천동,A70102106,우방푸른타운,아파트,대구광역시 동구 신천동 645-1 우방푸른타운,대구광역시 동구 국채보상로159길 41,19960629,7,607,개별난방,도시가스,대성에너지,35.8704334,128.615074,,FALSE
대구광역시,동구,,신천동,A70102303,"현대하이페리온 1, 2단지",주상복합,"대구광역시 동구 신천동 143-2,대구광역시 동구 신천동 148-4 현대하이페리온 1, 2단지",대구광역시 동구 국채보상로 863,20070405,4,388,개별난방,도시가스,대성에너지,35.8676882,128.6254825,,FALSE
대구광역시,동구,,신천동,A70102002,화성파크드림이스트밸리,아파트,대구광역시 동구 신천동 160-1 화성파크드림이스트밸리,대구광역시 동구 송라로10길 34,20080929,4,447,개별난방,도시가스,대성에너지,35.8710967,128.622365,,FALSE
대구광역시,동구,,효목동,A10023299,동대구2차비스타동원,아파트,대구광역시 동구 효목동 1322 동대구2차비스타동원,대구광역시 동구 화랑로25길 60,20230331,12,627,개별난방,도시가스,대성에너지,35.8769783,128.6411559,,FALSE
대구광역시,동구,,효목동,A10022465,동대구푸르지오 브리센트,,대구광역시 동구 효목동 430-4 동대구푸르지오 브리센트,대구광역시 동구 효목로5길 55,20240730,13,794,개별난방,도시가스,대성에너지,35.8764258,128.6376002,,FALSE
대구광역시,동구,,효목동,A70184001,동촌강나루타운,아파트,대구광역시 동구 효목동 9 동촌강나루타운,대구광역시 동구 효동로 108,20000715,6,421,개별난방,도시가스,대성에너지,35.8860519,128.6429011,,FALSE
대구광역시,동구,,효목동,A70103001,진로이스트타운,아파트,대구광역시 동구 효목동 55 진로이스트타운,대구광역시 동구 아양로 218,19980829,16,897,개별난방,도시가스,대성에너지,35.8847301,128.6379971,,FALSE
대구광역시,동구,,효목동,A70170301,태왕메트로시티,아파트,대구광역시 동구 효목동 337 태왕메트로시티,대구광역시 동구 동북로 500,20031128,16,1859,개별난방,도시가스,대성에너지,35.8802307,128.6391553,,FALSE
대구광역시,동구,,봉무동,A70117001,봉무청구새들마을,아파트,대구광역시 동구 봉무동 245 봉무청구새들마을,대구광역시 동구 팔공로 322-5,20010528,4,347,개별난방,도시가스,대성에너지,35.9287821,128.6423368,,FALSE
대구광역시,동구,,봉무동,A70172001,이시아폴리스더샵1차,아파트,대구광역시 동구 봉무동 1524 이시아폴리스더샵1차,대구광역시 동구 팔공로53길 10,20121015,8,652,개별난방,도시가스,대성에너지,35.9259437,128.639497,,FALSE
대구광역시,동구,,봉무동,A70172002,이시아폴리스더샵2차,아파트,대구광역시 동구 봉무동 1522 이시아폴리스더샵2차,대구광역시 동구 팔공로 274,20130605,11,750,개별난방,도시가스,대성에너지,35.9249452,128.6421312,,FALSE
대구광역시,동구,,봉무동,A70172003,이시아폴리스더샵3차,아파트,대구광역시 동구 봉무동 1530 이시아폴리스더샵3차,대구광역시 동구 팔공로51길 10,20131224,21,1686,개별난방,도시가스,대성에너지,35.9241377,128.6380606,,FALSE
대구광역시,동구,,봉무동,A70172004,이시아폴리스더샵4차,아파트,대구광역시 동구 봉무동 1529 이시아폴리스더샵4차,대구광역시 동구 팔공로53길 40,20140721,9,774,개별난방,도시가스,대성에너지,35.925264,128.6350364,,FALSE
대구광역시,동구,,봉무동,A10026133,협성휴포레이시아폴리스,아파트,대구광역시 동구 봉무동 1537 협성휴포레이시아폴리스,대구광역시 동구 팔공로 260,20180326,8,599,개별난방,도시가스,대성에너지,35.9224358,128.6422929,,FALSE
