시설물번호,사용계약번호,고객명,상품명,용도,업종분류,업종,도로명주소_풀주소,위도,경도,전년동월판매량,당년판매량,증감,증감률,상태,비교기준월
1220010093,6001161444,오리와친구들,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 아양로10길 9,35.8814662,128.6205486,296.73,456.7794,160.0494,53.93772116065109,유지,Jan-25
1220011927,6003986690,휴미,업무난방용,공동주택,공동주택,아파트,대구광역시 동구 신암남로 10,35.8773791,128.6175994,,0.0,,,신규,Jan-25
1220012805,6001964092,네네치킨(신암점),일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 신암로 132,35.8807017,128.6137868,139.4631,134.4632,-4.999899999999997,-3.585106024460948,유지,Jan-25
1220013985,6002789062,보노보노,업무난방용,영업용,음식점업,한식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,10.8801,5.9322,-4.947900000000001,-45.476604075330194,유지,Jan-25
1220013987,6002389713,츤데레,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,,,,,해지,Jan-25
1220013987,6003228680,엔에이엔에이(NANA),일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,,,,,해지,Jan-25
1220013987,6003471064,네코,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,,,,,해지,Jan-25
1220013987,6003642000,바우(BOW),일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,7.9128,,,,해지,Jan-25
1220013987,6004035502,이지환,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 동부로28길 29,35.872819,128.6284637,,10.8757,,,신규,Jan-25
1220018978,1230018978,더불어 포차,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 장등로 28,35.8697985,128.6238377,,,,,해지,Jan-25
1220018978,6003157773,청년포차,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 장등로 28,35.8697985,128.6238377,18.7929,10.8757,-7.917199999999999,-42.12867625539432,유지,Jan-25
1220019051,6002447274,성아헤어샵,일반용(1),영업용,이.미용업,기타 이.미용업,대구광역시 동구 화랑로 55,35.8710874,128.6331368,48.4659,6.9209,-41.545,-85.7200629721103,유지,Jan-25
1220019946,6000603170,박미숙,일반용(1),영업용,이.미용업,미장원,대구광역시 동구 효목로 64,35.8785222,128.6411356,59.346,54.3785,-4.967499999999994,-8.370404071041005,유지,Jan-25
1220019947,6001720690,방정희,일반용(1),영업용,음식점업,기타 음식점,대구광역시 동구 효목로 64,35.8785222,128.6411356,,,,,해지,Jan-25
1220019947,6003681641,비타민카페 효목점,업무난방용,영업용,음식점업,기타 음식점,대구광역시 동구 효목로 64,35.8785222,128.6411356,10.8801,0.0,-10.8801,-100.0,유지,Jan-25
1220020111,6002481357,네네치킨(효목점),일반용(1),영업용,음식점업,한식점,대구광역시 동구 효목로 111,35.8822796,128.6439607,137.4849,,,,해지,Jan-25
1220020111,6003952299,최설희,업무난방용,영업용,음식점업,한식점,대구광역시 동구 효목로 111,35.8822796,128.6439607,,,,,해지,Jan-25
1220020111,6003952299,최설희,일반용(1),영업용,음식점업,한식점,대구광역시 동구 효목로 111,35.8822796,128.6439607,,,,,해지,Jan-25
1220020111,6004002792,마고 꼬로,일반용(1),영업용,음식점업,한식점,대구광역시 동구 효목로 111,35.8822796,128.6439607,,,,,해지,Jan-25
1220020111,6004129233,"모든외식컨설팅,모든식품랩",일반용(1),영업용,음식점업,한식점,대구광역시 동구 효목로 111,35.8822796,128.6439607,,0.9887,,,신규,Jan-25
1220042549,6001177462,그린어린이집,업무난방용,업무용,교육업,어린이집,대구광역시 동구 동호로 47,35.8662648,128.7217502,,,,,해지,Jan-25
1220042549,6003879204,그린어린이집,업무난방용,업무용,교육업,어린이집,대구광역시 동구 동호로 47,35.8662648,128.7217502,147.3759,83.0508,-64.3251,-43.646959916784226,유지,Jan-25
1220056278,6002718531,신성실업,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056278,6002718531,신성실업,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,43.5204,50.4237,6.903299999999994,15.862216339923332,유지,Jan-25
1220056280,1230056280,서종도,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056280,1230056280,서종도,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056284,6003417451,SK하드웨어,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056286,6000796163,엘지정수기,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056287,1230056287,임무수,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056290,6000394095,서종도,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056290,6000394095,서종도,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056290,6003878721,신흥종합상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,87.0408,61.2994,-25.741400000000006,-29.573946930634833,유지,Jan-25
1220056293,6002111098,덕성공구사,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,41.5422,48.4463,6.9041,16.61948572776598,유지,Jan-25
1220056296,6001428807,윤태일,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056296,6003432012,석구식,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056296,6003494090,이창수,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,50.4441,59.322,8.877900000000004,17.59948140615058,유지,Jan-25
1220056314,6002676022,에스케이테크,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056315,6002427824,으뜸E. N. G,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,12.8583,5.9322,-6.9261,-53.86481883297169,유지,Jan-25
1220056318,6001420028,써보랜드(SERVORAND),업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,9.891,3.9548,-5.9361999999999995,-60.0161763219088,유지,Jan-25
1220056318,6001420028,써보랜드(SERVORAND),일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056319,1230056319,써보랜드(SERVORAND),업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,94.9536,107.7683,12.814700000000002,13.49574950291511,유지,Jan-25
1220056321,6002204338,유창테크,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056343,1230056343,이찬수,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056343,6003606021,극동가스케트,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,60.3351,,,,해지,Jan-25
1220056343,6004098381,영일Fuse백화점,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,38.5593,,,신규,Jan-25
1220056358,1230056358,대성유압기기,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,107.8119,116.6666,8.854700000000008,8.213100780155075,유지,Jan-25
1220056360,1230056360,장태구,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056364,6002784933,명진상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,39.564,43.5028,3.9388000000000005,9.955515114750785,유지,Jan-25
1220056366,1230056366,김명옥,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056373,6000224763,월로테크,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,24.7275,,,,해지,Jan-25
1220056373,6000224763,월로테크,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,,,,해지,Jan-25
1220056376,6001397424,아신기계,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,2.9673,0.9887,-1.9785999999999997,-66.680146934924,유지,Jan-25
1220056380,1230056380,이상구,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,12.8583,0.0,-12.8583,-100.0,유지,Jan-25
1220056386,6000064547,최상달,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,20.7711,0.0,-20.7711,-100.0,유지,Jan-25
1220056386,6000064547,최상달,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056391,1230056391,차숙희,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,5.9346,0.0,-5.9346,-100.0,유지,Jan-25
1220056395,6000564382,두원FA,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,22.7493,30.6497,7.900399999999998,34.72810152400292,유지,Jan-25
1220056395,6000564382,두원FA,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056397,1230056397,세기베어링(이환길),업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056398,6002194889,성광기계,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056399,6000267830,금강산업안전,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056399,6003417859,금강산업안전(주),업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056403,1230056403,한스산업,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,183.9726,218.5027,34.530100000000004,18.769153667448307,유지,Jan-25
1220056404,1230056404,배병태,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056407,6001632760,이원컴퓨터조각,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,8.9019,34.6045,25.702600000000004,288.73161909255333,유지,Jan-25
1220056409,6001639280,대성테크,일반용(2),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,23.7384,31.6384,7.900000000000002,33.27941226030399,유지,Jan-25
1220056411,1230056411,가나웰딩,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056411,1230056411,가나웰딩,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056414,1230056414,동일기업,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056430,1230056430,효성열기버너,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,,,,해지,Jan-25
1220056432,6001228998,(주)대도산전,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,12.8583,0.0,-12.8583,-100.0,유지,Jan-25
1220056445,6002896674,대구송풍기,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,42.5313,55.3672,12.835899999999995,30.17989104494806,유지,Jan-25
1220056446,6002735965,대경이엔지,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,66.2697,72.1751,5.9054,8.911161511218552,유지,Jan-25
1220056456,1230056456,아진공구종합상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056457,1230056457,신한일전기,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056459,6002442695,아이오티,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056464,6003676189,유정종합상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,23.7384,42.5141,18.7757,79.09421022478348,유지,Jan-25
1220056465,6002714258,맥스컴케디이엔지,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,9.891,7.9096,-1.9813999999999998,-20.03235264381761,유지,Jan-25
1220056471,1230056471,조희식,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056478,1230056478,서정태,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,48.4659,55.3672,6.901299999999999,14.239496223117696,유지,Jan-25
1220056486,1230056486,세진상사,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056493,6000400663,대농산업전기,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,22.7493,22.7401,-0.009199999999999875,-0.040440804772014415,유지,Jan-25
1220056493,6000400663,대농산업전기,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056496,1230056496,(주)대광상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,85.0626,63.2768,-21.785800000000002,-25.611490831458244,유지,Jan-25
1220056501,1230056501,주영재,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,84.0735,101.8361,17.762600000000006,21.1274658483351,유지,Jan-25
1220056507,6000066061,한규정,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,15.8256,18.7853,2.9596999999999998,18.70197654433323,유지,Jan-25
1220056507,6000066061,한규정,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056509,1230056509,이석관,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056511,6001914712,대경믹서건기(주),일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,15.8256,18.7853,2.9596999999999998,18.70197654433323,유지,Jan-25
1220056513,1230056513,KB하드웨어,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,140.4522,,,,해지,Jan-25
1220056513,6004062401,KB하드웨어,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,148.305,,,신규,Jan-25
1220056515,1230056515,부성종합상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,60.3351,60.3107,-0.024399999999999977,-0.04044080477201493,유지,Jan-25
1220056516,6002698875,(주)신한다이아몬드,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,22.7493,11.8644,-10.884900000000002,-47.84718650683758,유지,Jan-25
1220056517,1230056517,근우기업,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056517,6003569785,주식회사 근우기업,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,34.6185,41.5254,6.9069,19.951471034273585,유지,Jan-25
1220056519,6000998842,권순욱,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,39.564,43.5028,3.9388000000000005,9.955515114750785,유지,Jan-25
1220056520,1230056520,하영식,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,57.3678,67.2316,9.863799999999998,17.19396595302591,유지,Jan-25
1220056522,6001223287,김기찬,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,30.6621,10.8757,-19.7864,-64.5304789952417,유지,Jan-25
1220056531,1230056531,플러스엔지니어링,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,182.9835,,,,해지,Jan-25
1220056544,1230056544,하동락,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056548,6000377583,이윤배,일반용(1),영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056555,1230056555,(주)우양물산,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,248.2641,282.7682,34.504099999999966,13.898143146753785,유지,Jan-25
1220056561,6000652205,공구일번지,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,42.5313,57.3446,14.813299999999998,34.829172867981924,유지,Jan-25
1220056562,6000081551,(주)에스케이피,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,33.6294,39.548,5.918600000000005,17.599481406150588,유지,Jan-25
1220056562,6000081551,(주)에스케이피,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056566,1230056566,김영기,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,30.6621,25.7062,-4.9559,-16.162950352389434,유지,Jan-25
1220056567,6002893181,상운툴테크,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,60.3351,69.209,8.873900000000006,14.70769087976983,유지,Jan-25
1220056571,6002636792,유일테크툴,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056580,1230056580,정규익,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,151.3323,166.1016,14.769299999999987,9.759515979073857,유지,Jan-25
1220056592,1230056592,한국품질경영연구소,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,57.3678,73.1638,15.795999999999992,27.534610007704657,유지,Jan-25
1220056593,1230056593,주식회사 영창에프에이,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,90.9972,72.1751,-18.822100000000006,-20.68426281248215,유지,Jan-25
1220056596,6003870552,세명FA종합상사,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,56.3787,48.4463,-7.932400000000001,-14.06985262164612,유지,Jan-25
1220056604,1230056604,상신상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,17.8038,12.8531,-4.950699999999999,-27.806985025668673,유지,Jan-25
1220056606,1230056606,한규상,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056609,6002141486,(주)위딘대구영업소,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,60.3351,0.0,-60.3351,-100.0,유지,Jan-25
1220056615,6001033842,주식회사서진하이테크,업무난방용,영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056620,6002321774,주식회사 백만툴링,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,88.0299,57.3446,-30.685299999999998,-34.857815355918845,유지,Jan-25
1220056625,6002145442,한양 비 엘 이,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056625,6003204519,주식회사 에스엠티글로벌,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,34.6185,37.5706,2.9521000000000015,8.527521411961818,유지,Jan-25
1220056626,6002730457,디스펜서 솔루션,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056626,6003406605,N.T.S,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,65.2806,63.2768,-2.0038000000000054,-3.069518356142568,유지,Jan-25
1220056632,1230056632,동신베아링,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,71.2152,101.8361,30.620900000000006,42.99770273761782,유지,Jan-25
1220056641,6002754709,나윤엽,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056641,6003415486,대구종합상사,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,2.9673,0.0,-2.9673,-100.0,유지,Jan-25
1220056645,6001234923,삼양연마공업(주)북부영업소,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,77.1498,63.2768,-13.872999999999998,-17.98190014750524,유지,Jan-25
1220056645,6001234923,삼양연마공업(주)북부영업소,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056648,1230056648,대원교역,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,103.8555,108.757,4.901499999999999,4.719538204524555,유지,Jan-25
1220056649,1230056649,강대창,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,23.7384,27.6836,3.9452,16.619485727765984,유지,Jan-25
1220056651,6000554770,남정환,일반용(1),영업용,기타영업용,기타영업용,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056656,1230056656,조재호,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.0,0.0,,유지,Jan-25
1220056665,1230056665,삼명테크,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,68.2479,98.87,30.622100000000003,44.86892636989563,유지,Jan-25
1220056667,1230056667,가야만물상사,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056672,1230056672,세일텍,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,33.6294,0.0,-33.6294,-100.0,유지,Jan-25
1220056673,1230056673,조은희,업무난방용,업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056673,1230056673,조은희,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
1220056673,6003266503,성지피복,일반용(1),업무용,도소매업,기타 도소매업,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,0.0,0.9887,0.9887,,유지,Jan-25
1220056677,1230056677,(주)신화피앤에프,업무난방용,영업용,음식점업,기타 음식점,대구광역시 북구 유통단지로 16,35.9038032,128.6059937,,,,,해지,Jan-25
